n|name|sentiment_score|popularity|words|wordsSep|wordsProbabilities|topPopularityURLs|topSentimentURLs
73|topic_73|0.013013430544896391|0.002774144724830643|[('karaoke', 0.02386562065864372), ('influenza', 0.018807980455938827), ('sing', 0.016569507260924141), ('1', 0.0083430693699416709), ('song', 0.0077326648311522488), ('find', 0.0073476068712622), ('mic', 0.0072704394952757866), ('spot', 0.0070092887360166996), ('know', 0.0066797737383477978), ('much', 0.0066258662923697077)]|karaoke,influenza,sing,1,song,find,mic,spot,know,much|0.0239,0.0188,0.0166,0.0083,0.0077,0.0073,0.0073,0.007,0.0067,0.0066|https://www.sassyhongkong.com/sex-dating-finding-g-spot-advice/,www.sassyhongkong.com/home-decor-domus-premium-cotton-bed-sheets-linen/,http://e-magazine.expatliving.hk/2015/June-July/index.html#98/z,trib.al/qEzUbl4,bit.ly/2qV1hee,http://www.balancehealth.com.hk/facial-acupuncture-a-revolution-for-your-beauty/,bit.ly/2HdWMr9,http://www.pacificcollege.edu/news/blog/2014/10/04/anxiety-disorders-and-traditional-chinese-medicine,trib.al/MVXLFtq,righthomeremedies.com/how-to-remove-wrinkles-from-face-quickly/|www.sassyhongkong.com/eat-drink-happy-hour-deals-tsim-sha-tsui-district-bars-specials/,www.sassyhongkong.com/lifestyle-sex-dating-curvy-confident-plus-size-intimacy/,www.sassyhongkong.com/sassys-guide-to-sham-shui-po-whatsonhk/,www.sassyhongkong.com/style-swimsuit-bikini-swimwear-boat-fashion/,trib.al/aZadlnG,https://www.sassyhongkong.com/sex-dating-finding-g-spot-advice/,righthomeremedies.com/how-to-remove-wrinkles-from-face-quickly/,trib.al/Dba0TB0,bit.ly/2qV1hee,trib.al/rNg3cDW
74|topic_74|0.04833138910207214|0.014649411078688111|[('say', 0.027370369265213277), ('people', 0.020861045051535566), ('year', 0.020366313872216681), ('death', 0.011260055413596161), ('suicide', 0.011217911499545038), ('age', 0.011025163266069811), ('will', 0.010923777038546327), ('number', 0.0092831777179204888), ('drug', 0.0089493988408954964), ('child', 0.00863156145514451)]|say,people,year,death,suicide,age,will,number,drug,child|0.0274,0.0209,0.0204,0.0113,0.0112,0.011,0.0109,0.0093,0.0089,0.0086|goo.gl/vVgwo5,bbc.in/2K7DKnG,bbc.in/2KztcJm,bbc.in/2LGMT6D,bbc.in/2ylClEJ,bbc.in/2yrzKcj,goo.gl/vALwAE,bit.ly/2zi0CMp,5914.top1health.com/Questions/26153,yp.scmp.com/education/article/110064/jupas-2018-results-are-out-monday-here%25E2%2580%2599s-how-deal-your-university-offers-or|bit.ly/2lX4j0w,http://www.sassyhongkong.com/influencer-that-girl-resham-daswani-founder-spiral-spaces-tea-meditation/,www.sassyhongkong.com/eat-drink-flying-elk-restaurant-nordic-comfort-food-bjorn-frantzen/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,trib.al/L3naPGt,www.healthline.com/health/food-nutrition/warm-milk-to-sleep,www.sassyhongkong.com/eat-drink-kebab-turkish-middle-eastern-food/,trib.al/E6UovLC,www.sassyhongkong.com/beauty-tattoo-artist-piercing-style-art/,righthomeremedies.com/decrease-your-uric-acid-levels-with-top-7-home-remedies/
75|topic_75|0.022212202609363012|0.002988244294494287|[('foot', 0.067017332458818177), ('almond', 0.026775172480189475), ('mexican', 0.018600993624468997), ('taco', 0.01536462099140498), ('tequila', 0.015130273491269445), ('fertility', 0.011101105437993693), ('soak', 0.010340338703024901), ('love', 0.0092137242369545978), ('heel', 0.0086583752824231121), ('infertility', 0.008354102316785619)]|foot,almond,mexican,taco,tequila,fertility,soak,love,heel,infertility|0.067,0.0268,0.0186,0.0154,0.0151,0.0111,0.0103,0.0092,0.0087,0.0084|goo.gl/jWh79F,righthomeremedies.com/how-to-get-rid-of-ringworm-fast-and-forever/,www.sassyhongkong.com/whats-on-hk-outlet-malls-shopping-style/,https://www.sassyhongkong.com/eatdrink-mexican-restaurants-in-hong-kong/,goo.gl/vSqswg,righthomeremedies.com/8-most-common-bad-habits-that-damage-your-kidneys/,trib.al/JgHsngP,www.healthdigezt.com/eat-chocolate-not-less-week-will-happen-brain/,www.sassyhongkong.com/travel-book-fiji-holiday-packages-connexus/,trib.al/WhlOg3Z|www.sassyhongkong.com/living-florists-flowers-bouquets-gifts/,www.sassyhongkong.com/home-where-to-buy-birthday-presents-gifts/,www.sassyhongkong.com/travel-world-festivals-bucket-list/,www.sassyhongkong.com/eat-drink-happy-hour-deals-causeway-bay-district-bars-specials/,www.sassyhongkong.com/whats-on-hk-outlet-malls-shopping-style/,https://www.sassyhongkong.com/eatdrink-mexican-restaurants-in-hong-kong/,http://www.babycenter.com/0_fertility-diet-the-nutrients-you-need-to-conceive_1460692.bc,righthomeremedies.com/10-surprising-benefits-and-uses-of-almonds/,www.sassyhongkong.com/beauty-trend-korean-10-step-skincare-routine/,trib.al/qOOR4CT
76|topic_76|0.01679351496546431|0.006686823913949875|[('false', 0.056926290823897954), ('height', 0.034476553982878105), ('meditation', 0.028200692589054291), ('gt', 0.026714054059291479), ('ltcdata', 0.026238347685998541), ('program', 0.020287203951247758), ('navigation', 0.014477435346863105), ('fx', 0.013120699150968454), ('minheight', 0.012815637557130541), ('simplefade', 0.012815637557130541)]|false,height,meditation,gt,ltcdata,program,navigation,fx,minheight,simplefade|0.0569,0.0345,0.0282,0.0267,0.0262,0.0203,0.0145,0.0131,0.0128,0.0128|www.yahoo.com/health/the-growing-link-between-nutrition-and-mental-121200182097.html,https://www.eatologyasia.com/customer/account/login/,https://www.eatologyasia.com/customer/account/create/,https://www.eatologyasia.com/balanced-living.html,https://www.eatologyasia.com/sales/guest/form/,https://www.eatologyasia.com/corporate_lunch_menu/,https://www.eatologyasia.com/tailor-made-meals.html,https://www.eatologyasia.com/vegetarian.html,http://bit.ly/2mdDepB,https://www.eatologyasia.com/optimal-performance.html|www.sassyhongkong.com/eat-drink-vegetarian-vegan-burgers-food/,http://www.health.harvard.edu/blog/mindfulness-meditation-may-ease-anxiety-mental-stress-201401086967,bit.ly/2NKrlTZ,www.everydayhealth.com/diet-nutrition/diet/every-bun-alternative-your-burger,www.sassyhongkong.com/eat-drink-whats-new-dining-promotions-deals-restaurants-sevva-aperitivo-beef-liberty/,bit.ly/2vmSKoz,https://www.eatologyasia.com/eatology_faq/,righthomeremedies.com/2018/01/22/how-to-cure-diabetes-naturally-at-home-just-in-10-days/,https://www.eatologyasia.com/partners_affiliates/,https://twitter.com/eatologyhk
77|topic_77|0.052066155026861086|0.0124349916155319|[('service', 0.045315309406665505), ('information', 0.035104062486458053), ('use', 0.019765337983974823), ('data', 0.019125339988047878), ('may', 0.018010491926241656), ('provide', 0.016537743754200598), ('will', 0.011930991750056854), ('u', 0.011072577142790545), ('personal', 0.010173044252221645), ('ad', 0.0099490660346685574)]|service,information,use,data,may,provide,will,u,personal,ad|0.0453,0.0351,0.0198,0.0191,0.018,0.0165,0.0119,0.0111,0.0102,0.0099|brightside.me/inspiration-health/10-ways-to-get-rid-of-annoying-pimples-in-your-ear-it-only-takes-a-remedy-and-a-day-566010/,www.healthline.com/health/food-nutrition/healthiest-meat,www.medicalnewstoday.com/articles/322336.php,http://www.cuhk.edu.hk/english/privacy.html,http://www.shiatsusociety.org/sites/default/files/Shiatsu-and-IBS-Bowel-Problems.pdf,https://myaccount.google.com/privacypolicy?hl=en-US,http://goo.gl/H9x7Tm,https://www.eatologyasia.com/privacy-policy-cookie-restriction-mode/,https://www.linkedin.com/legal/privacy-policy,trib.al/M0M49aF|righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,www.sassyhongkong.com/whats-on-hk-whampoa-neighbourhood-guide-hung-hom-kowloon/,https://myaccount.google.com/privacypolicy?hl=en-US,buff.ly/2hpbRKq,http://willtuttle.com/will.htm,https://www.linkedin.com/legal/privacy-policy,www.sassyhongkong.com/fitness-outdoors-best-beach-swimming-hikes-trails/,https://mrdiscountcode.hk/top-20-technology-blogs/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,www.sassyhongkong.com/eat-drink-vegetarian-vegan-burgers-food/
78|topic_78|0.05568495778971604|0.01629036370294751|[('say', 0.01826780274817975), ('sugar', 0.015494990283986407), ('calorie', 0.01518373729401481), ('protein', 0.014205824036361397), ('fiber', 0.013224660951334089), ('food', 0.013222076664169488), ('g', 0.013139938886899464), ('fat', 0.012843409072548889), ('fruit', 0.012608049137486615), ('healthy', 0.010776673148794524)]|say,sugar,calorie,protein,fiber,food,g,fat,fruit,healthy|0.0183,0.0155,0.0152,0.0142,0.0132,0.0132,0.0131,0.0128,0.0126,0.0108|trib.al/IAbRc8T,trib.al/C4eTOwo,trib.al/X2gCfW9,trib.al/P2AADYV,trib.al/oP3uOja,trib.al/9jya45w,trib.al/FA5caGL,trib.al/jHOVdwM,https://www.facebook.com/EatologyHK/,trib.al/iEQNuxD|righthomeremedies.com/2018/01/21/kill-thyroid-forever-with-coriander-seeds-in-just-8-days/,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/sassys-guide-vintage-stores-hong-kong-style/,www.sassyhongkong.com/top-10-wifi-spots-hong-kong-island-eatdrink/,www.sassyhongkong.com/travel-bangkok-foodie-guide-restaurants-street-food/,http://www.nuzest.co.nz,www.sassyhongkong.com/living-florists-flowers-bouquets-gifts/,www.sassyhongkong.com/eat-drink-vegan-restaurants-veggie-friendly-health/,www.healthline.com/health/fruit-combos-for-breakfast,www.sassyhongkong.com/eat-drink-happy-hour-deals-causeway-bay-district-bars-specials/
79|topic_79|0.009129777436684574|0.0015016581222067828|[('shisha', 0.017767718365339972), ('flavour', 0.015550170325357007), ('hong', 0.014081190431514226), ('courtesy', 0.012912567286851586), ('image', 0.012398652183262339), ('kong', 0.011871902770635049), ('syndrome', 0.0090381641287422335), ('via', 0.0088435436962885187), ('offer', 0.0084568366819897448), ('facebook', 0.0075810427377995659)]|shisha,flavour,hong,courtesy,image,kong,syndrome,via,offer,facebook|0.0178,0.0156,0.0141,0.0129,0.0124,0.0119,0.009,0.0088,0.0085,0.0076|www.sassyhongkong.com/career-jobs/,https://www.sassyhongkong.com/whats-on-hk-shisha-guide-bars/,www.sassyhongkong.com/style-accessories-rose-jade-hipanema-les-tropeziennes/,trib.al/8EOa4bS,cnn.it/2A3nMXo,www.healthybuilderz.com/health-benefits-samphire-offers/,http://www.stylecraft.com.au/product/botanical-planter,www.sassyhongkong.com/eat-drink-hot-new-tables-june-restaurants-hong-kong-2018/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,www.sassyhongkong.com/eat-drink-best-fish-chips-comfort-food-restaurants/|www.sassyhongkong.com/travel-local-guide-penang-georgetown-malaysia/,www.sassyhongkong.com/sassys-ultimate-wedding-dress-guide-style/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,www.sassyhongkong.com/style-lingerie-stores-shopping-underwear/,https://www.sassyhongkong.com/whats-on-hk-shisha-guide-bars/,www.healthybuilderz.com/health-benefits-samphire-offers/,www.sassyhongkong.com/eat-drink-hot-new-tables-june-restaurants-hong-kong-2018/,www.sassyhongkong.com/eat-drink-best-fish-chips-comfort-food-restaurants/,bit.ly/2AtjAMP,www.sassyhongkong.com/home-decor-interior-design-tips-finding-space-organise/
80|topic_80|0.029619877206446665|0.005595001397214453|[('festival', 0.045931896459412501), ('midautumn', 0.023559956429122987), ('tweet', 0.019998688671997316), ('family', 0.019561121341582437), ('year', 0.018656584729364576), ('twitter', 0.017231773177532765), ('worker', 0.014793122110780764), ('celebrate', 0.014539613052449211), ('domestic', 0.01418483713527686), ('holiday', 0.014167028714868789)]|festival,midautumn,tweet,family,year,twitter,worker,celebrate,domestic,holiday|0.0459,0.0236,0.02,0.0196,0.0187,0.0172,0.0148,0.0145,0.0142,0.0142|https://gifthampers.com.hk/ghen/blog/tag/mooncake/,https://gifthampers.com.hk/ghen/blog/tag/autumn/,https://gifthampers.com.hk/ghen/blog/tag/mid/,https://gifthampers.com.hk/ghen/blog/tag/festival/,http://t.co/6kb1x3d2fm,https://t.co/HeaV7BCZsX,https://gifthampers.com.hk/ghen/blog/tag/healthy/,bit.ly/iShop_coupon_tc,https://gifthampers.com.hk/ghen/,http://twitter.com/HKUMPH|bit.ly/2HCvefl,trib.al/jM7tDT3,www.sassyhongkong.com/eat-drink-vegetarian-vegan-burgers-food/,https://gifthampers.com.hk/ghen/blog/tag/hamper/,https://gifthampers.com.hk/ghen/chinese-new-year,www.sassyhongkong.com/lifestyle-china-mobile-privilege-club-priority-member/,https://gifthampers.com.hk/ghen/christmas-hampers,https://gifthampers.com.hk/ghen/blog/tag/mooncake/,https://www.sassyhongkong.com/travel-quick-flights-mid-autumn-festival-getaways/,https://gifthampers.com.hk/ghcn/blog/2017-Healthy-Mooncake-Guide/?___from_store=ghen
81|topic_81|0.03796707597851113|0.007480595432189071|[('protein', 0.034160070534837085), ('good', 0.017475142369815684), ('probiotic', 0.016956742457492034), ('gout', 0.013267590892750852), ('healthy', 0.012639420115290506), ('stuff', 0.012020572661324011), ('green', 0.011968274909153703), ('natural', 0.010364730207442545), ('nuzest', 0.01034940146133439), ('clean', 0.0099425679132579547)]|protein,good,probiotic,gout,healthy,stuff,green,natural,nuzest,clean|0.0342,0.0175,0.017,0.0133,0.0126,0.012,0.012,0.0104,0.0103,0.0099|http://www.nuzest.com.au,http://www.nuzest.hk/just-fruit-veg/,http://www.nuzest.com,http://www.nuzest.sg,http://www.liquid-interiors.com/eco-mattresses-what-which-where-sleep-soundly-sleep-green/,http://www.ecozine.com/blog-post/eco-mattresses-%E2%80%93-what-which-where,http://www.nuzest.hk/shop/,http://www.nuzest-usa.com,http://www.nuzest.hk,http://www.nuzest.co.nz|righthomeremedies.com/2018/01/21/kill-thyroid-forever-with-coriander-seeds-in-just-8-days/,http://www.nuzest.co.nz,trib.al/L3naPGt,http://www.nuzest.co.uk,https://realhouse.tips/real-beauty-eternity.html,righthomeremedies.com/eye-bags-causes-how-to-remove-eye-bags-permanently/,www.sassyhongkong.com/travel-boracay-alternatives-philippine-island-getaways/,www.healthline.com/health/food-nutrition/warm-milk-to-sleep,http://hyy.com.hk/about-traditional-chinese-medicine/about-equiguard-chinese-medicine/,www.sassyhongkong.com/beauty-tattoo-artist-piercing-style-art/
82|topic_82|0.05645920951650038|0.010238560342065536|[('sleep', 0.072618325127875569), ('night', 0.015223030227119773), ('study', 0.014827249287292069), ('brain', 0.014152846780926482), ('help', 0.013936005894999035), ('may', 0.013537378608804532), ('hormone', 0.0096761729173383791), ('stress', 0.0096197988506746355), ('hour', 0.0091297235429773534), ('find', 0.0090781351578584218)]|sleep,night,study,brain,help,may,hormone,stress,hour,find|0.0726,0.0152,0.0148,0.0142,0.0139,0.0135,0.0097,0.0096,0.0091,0.0091|www.askadoctor24x7.com/blog/heal-asthma-naturally-using-herbs-spices-from-your-kitchen,trib.al/ILFqEuz,trib.al/NUIQxr8,goo.gl/onDMBr,https://www.google.com/intl/zh-HK/policies/privacy/,trib.al/mKxpPem,http://www.balancehealth.com.hk/sleep-profile/,http://www.balancehealth.com.hk/tuina-massage/,trib.al/JgHsngP,bbc.in/2KKf1l6|www.healthline.com/nutrition/9-foods-to-help-you-sleep,righthomeremedies.com/2018/03/04/the-most-powerful-lemon-and-garlic-mixture-to-clean-your-arteries-and-prevent-heart-attacks/,www.healthline.com/health/food-nutrition/warm-milk-to-sleep,righthomeremedies.com/how-to-get-rid-of-dark-neck-with-10-home-remedies/,www.healthline.com/health/fitness-exercises/10-best-exercises-everyday,righthomeremedies.com/stretch-marks-removal-10-best-home-remedies-for-stretch-marks/,india.curejoy.com/content/honey-for-weight-loss/,trib.al/aZadlnG,www.sassyhongkong.com/beauty-natural-skincare-organic-cream-oil-mask-product/,www.sassyhongkong.com/sassys-guide-to-taobao-style/
83|topic_83|0.057242670759785105|0.03293650257040376|[('use', 0.080623425497216336), ('cooky', 0.028290777653717084), ('site', 0.023903059032525164), ('content', 0.02387396699411836), ('policy', 0.021397423533375672), ('include', 0.017276184417282424), ('term', 0.017076538217751212), ('privacy', 0.01670899490451434), ('experience', 0.01618718096606564), ('medical', 0.01472375852466349)]|use,cooky,site,content,policy,include,term,privacy,experience,medical|0.0806,0.0283,0.0239,0.0239,0.0214,0.0173,0.0171,0.0167,0.0162,0.0147|cnn.it/2NFnK9M,cnn.it/2L3qNvN,cnn.it/2uCKUqh,cnn.it/2OSG9S0,cnn.it/2OfAwNz,cnn.it/2uFbAXv,cnn.it/2NtJZzJ,cnn.it/2AGFG2u,cnn.it/2APQpaJ,cnn.it/2B7V1cC|trib.al/9blaJgV,bit.ly/2LmlR0P,https://www.linkedin.com/legal/privacy-policy,bit.ly/2KVMehm,bit.ly/2N3UjPv,www.sassyhongkong.com/eat-drink-vegetarian-vegan-burgers-food/,www.sassyhongkong.com/best-swimming-pools-in-hong-kong/,www.healthline.com/health/fruit-combos-for-breakfast,http://www.health.harvard.edu/blog/mindfulness-meditation-may-ease-anxiety-mental-stress-201401086967,bit.ly/2NKrlTZ
84|topic_84|0.05983146584804298|0.009629253452937483|[('world', 0.035455217642188494), ('peace', 0.027352277838224037), ('book', 0.023319702786278478), ('will', 0.020308488727420599), ('diet', 0.019311449981703512), ('animal', 0.016980500447363555), ('u', 0.016284384012141592), ('dr', 0.014433619201922951), ('tuttle', 0.014154751984548648), ('music', 0.013042825608773996)]|world,peace,book,will,diet,animal,u,dr,tuttle,music|0.0355,0.0274,0.0233,0.0203,0.0193,0.017,0.0163,0.0144,0.0142,0.013|http://www.worldpeacediet.com/your-inner-islands/,http://www.worldpeacediet.com/,http://www.worldpeacediet.com/lectures/,http://www.willtuttle.com,http://www.worldpeacediet.com/facilitators/,http://www.worldpeacediet.com/contact/,http://www.worldpeacediet.com/about-the-author/,http://www.worldpeacediet.com/bursting-light/,http://www.worldpeacediet.com/favorite-links/,http://willtuttle.com/will.htm|http://www.worldpeacediet.com/lectures/,www.sassyhongkong.com/where-to-buy-engagement-rings-in-hong-kong/,bit.ly/2HCvefl,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,https://tl.hku.hk/tl/teas2012/,http://www.sassyhongkong.com/influencer-that-girl-resham-daswani-founder-spiral-spaces-tea-meditation/,www.sassyhongkong.com/eat-drink-cupcakes-cakes-sweet-dessert-afternoon-tea/,www.sassyhongkong.com/eat-drink-happy-hour-deals-tsim-sha-tsui-district-bars-specials/,http://willtuttle.com/will.htm,http://www.worldpeacediet.com/endorsements/
85|topic_85|0.03156891788181121|0.004398833020711791|[('chinese', 0.14053390938667012), ('medicine', 0.10581378896265602), ('yang', 0.04976453728566553), ('tcm', 0.042737814154830009), ('body', 0.039575321839802932), ('traditional', 0.032965911240717453), ('yin', 0.031675946344393323), ('western', 0.026915187410263854), ('organ', 0.024000898783430945), ('balance', 0.017423903551018097)]|chinese,medicine,yang,tcm,body,traditional,yin,western,organ,balance|0.1405,0.1058,0.0498,0.0427,0.0396,0.033,0.0317,0.0269,0.024,0.0174|http://hyy.com.hk/shop/five-elements-shopping-guide/,bbc.in/2KxKJqu,http://hyy.com.hk/product-category/spleen-overall-health/,buff.ly/2D59eU1,http://hyy.com.hk/about-traditional-chinese-medicine/,http://hyy.com.hk/about-hyy/,https://gifthampers.com.hk/ghen/mid-autumn-hampers/gold-blossom-fruit-hamper-with-wine-or-champagne,http://hyy.com.hk/chinese-medicine-info/,goo.gl/4Y2mRX,http://www.nimh.nih.gov/health/statistics/prevalence/any-anxiety-disorder-among-adults.shtml|www.sassyhongkong.com/eat-drink-hot-new-tables-july-restaurants-hong-kong-2018/,http://hyy.com.hk/about-traditional-chinese-medicine/about-equiguard-chinese-medicine/,www.sassyhongkong.com/sassys-guide-to-taobao-style/,http://hyy.com.hk/about-traditional-chinese-medicine/about-im-yunity-too-chinese-medicine/,http://hyy.com.hk/about-traditional-chinese-medicine/about-im-yunity-chinese-medicine/,https://gifthampers.com.hk/ghen/chinese-new-year,https://gifthampers.com.hk/ghcn/blog/2017-Healthy-Mooncake-Guide/?___from_store=ghen,trib.al/PhJRuyO,http://consensus.nih.gov/1997/1997Acupuncture107html.htm,www.1mhealthtips.com/7-all-natural-skin-moisturizer-you-can-find-in-the-kitchen/
86|topic_86|0.019346201074443594|0.0020797871950945126|[('black', 0.066521894749323088), ('egg', 0.028253578885280125), ('henna', 0.020569720468010602), ('cream', 0.014171447576708645), ('wash', 0.01318405178052697), ('july', 0.012413201466700085), ('time', 0.012218431770752377), ('ticket', 0.011034666460328871), ('salmonella', 0.0082133691113731207), ('international', 0.0081911792142406927)]|black,egg,henna,cream,wash,july,time,ticket,salmonella,international|0.0665,0.0283,0.0206,0.0142,0.0132,0.0124,0.0122,0.011,0.0082,0.0082|cnn.it/2NMBi3j,bbc.in/2ytLhYA,www.stethnews.com/3154/11-best-natural-treatment-vs-flu/,trib.al/Oz7G0Mk,www.sassyhongkong.com/lifestyle-culture-new-netflix-tv-shows-july/,www.sassyhongkong.com/eat-drink-cheap-eats-michelin-recommended-restaurants/,https://realhouse.tips/blog/post/side-effects-of-hydrocortisone-cream/,www.healthline.com/nutrition/cocoa-powder-nutrition-benefits,www.healthdigezt.com/home-remedies-for-rashes-behind-the-ears/,www.sassyhongkong.com/travel-chengdu-foodie-guide-restaurants-street-food/|www.sassyhongkong.com/eat-drink-sushi-omakase-restaurants-hong-kong-kowloon/,www.sassyhongkong.com/eat-drink-happy-hour-deals-causeway-bay-district-bars-specials/,www.sassyhongkong.com/eat-drink-happy-hour-deals-kennedy-town-district-bars-specials/,righthomeremedies.com/how-to-get-rid-of-dark-neck-with-10-home-remedies/,trib.al/7RJJdie,www.sassyhongkong.com/travel-chengdu-foodie-guide-restaurants-street-food/,www.sassyhongkong.com/eat-drink-cheap-eats-michelin-recommended-restaurants/,bit.ly/2k4SUOy,www.sassyhongkong.com/lifestyle-china-mobile-privilege-club-priority-member/,www.healthline.com/nutrition/cocoa-powder-nutrition-benefits
87|topic_87|0.025426055257099|0.005559227756787751|[('food', 0.06428104658655627), ('milk', 0.032603175477401068), ('eat', 0.02211843903143958), ('diarrhea', 0.01462030294878554), ('raw', 0.012714808902209718), ('meat', 0.010150018735763792), ('bacteria', 0.0099842268862453953), ('dairy', 0.0094424474736548528), ('people', 0.0085347803532033611), ('fish', 0.007491185507789321)]|food,milk,eat,diarrhea,raw,meat,bacteria,dairy,people,fish|0.0643,0.0326,0.0221,0.0146,0.0127,0.0102,0.01,0.0094,0.0085,0.0075|bit.ly/2AN1CJ5,bit.ly/2neMZHV,trib.al/lpXn087,trib.al/ZqwRrS0,trib.al/qkluMOO,bit.ly/Get-Fit-Programme,bit.ly/2AtoBZK,righthomeremedies.com/gout-treatment-how-to-get-rid-of-gout-pain-attack/,bit.ly/2GVAsCA,bit.ly/2oSHf1O|www.sassyhongkong.com/living-florists-flowers-bouquets-gifts/,trib.al/9blaJgV,https://tl.hku.hk/tl/teas2012/,righthomeremedies.com/parsley-leaves-benefits-and-uses-of-parsley-leaves/,http://www.babycenter.com/0_fertility-diet-the-nutrients-you-need-to-conceive_1460692.bc,trib.al/qB3VzkL,http://www.nuzest.hk/kids-good-stuff/,https://www.sardinianiche.com/healthy-food-for-longevity-sardinia-blue-zone/,india.curejoy.com/content/health-benefits-of-cinnamon/,trib.al/lpXn087
88|topic_88|0.02804270913277053|0.005485232265093917|[('heart', 0.049975619631382306), ('risk', 0.045653945605260531), ('blood', 0.02417103054884617), ('cholesterol', 0.02027648546641906), ('disease', 0.019376982413570446), ('attack', 0.018081244546031959), ('pressure', 0.01437110665521779), ('patient', 0.013278097933175841), ('use', 0.012929977602008411), ('stroke', 0.011700662473221457)]|heart,risk,blood,cholesterol,disease,attack,pressure,patient,use,stroke|0.05,0.0457,0.0242,0.0203,0.0194,0.0181,0.0144,0.0133,0.0129,0.0117|trib.al/eabQ3Qj,trib.al/38K1VYX,bit.ly/2y9g2hQ,righthomeremedies.com/top-10-reasons-japanese-women-stay-slim-and-dont-look-old/,goo.gl/zGhFX1,www.healthdigezt.com/how-to-increase-your-serotonin-naturally/,righthomeremedies.com/how-to-cure-bad-breath-naturally-in-5-minute/,goo.gl/mbk8ii,www.stethnews.com/0821/turn-off-your-aircon-5-plants-to-keep-your-house-naturally-cool/,trib.al/hvZGJXq|righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,trib.al/L3naPGt,www.healthline.com/health/food-nutrition/warm-milk-to-sleep,righthomeremedies.com/surprising-benefits-of-walking-barefoot-on-grass-in-the-morning/,http://www.balancehealth.com.hk/5-natural-ways-to-beat-jet-lag/,trib.al/dgjVomd,righthomeremedies.com/top-10-reasons-japanese-women-stay-slim-and-dont-look-old/,india.curejoy.com/content/honey-for-weight-loss/,trib.al/2oNBbOY,https://realhouse.tips/real-canadian-wild-chaga.html
89|topic_89|0.017732271680736763|0.002751807645612607|[('flower', 0.040442508925183245), ('wine', 0.022735919149253787), ('white', 0.01458169247596444), ('image', 0.010180930642253467), ('bloom', 0.0096825813527141747), ('one', 0.0089566644163928451), ('long', 0.0088286488462544551), ('grape', 0.0086617855334783413), ('via', 0.0086267122356936225), ('instagram', 0.0085788121408955052)]|flower,wine,white,image,bloom,one,long,grape,via,instagram|0.0404,0.0227,0.0146,0.0102,0.0097,0.009,0.0088,0.0087,0.0086,0.0086|https://www.sardinianiche.com/store/balari-vermentino-di-sardegna-doc/,https://www.sardinianiche.com/store/vermentino-di-sardegna-doc/,www.sassyhongkong.com/whats-on-hk-pacific-place-beauty-discounts-rewards-events/,https://www.sardinianiche.com/white-wine-good-reasons-uncork/,www.sassyhongkong.com/fitness-outdoors-hiking-trails-two-hours/,www.sassyhongkong.com/whats-on-hk-august-events-2018/,www.bbc.co.uk/news/health-44574477,https://www.sardinianiche.com/store/cannonau-di-sardegna-doc/,http://www.ncbi.nlm.nih.gov/pubmed/22426431/,www.sassyhongkong.com/eat-drink-pancakes-crepes-breakfast-dining-restaurants/|bit.ly/2HCvefl,www.sassyhongkong.com/lifestyle-dating-sex-advice-getting-over-dry-spell/,buff.ly/2hpbRKq,www.sassyhongkong.com/eat-drink-xiao-long-bao-dumplings-chinese-food-local-dim-sum/,www.sassyhongkong.com/eat-drink-bars-rooftop-outdoor-drink-dine-view/,www.sassyhongkong.com/travel-local-guide-penang-georgetown-malaysia/,righthomeremedies.com/surprising-benefits-of-walking-barefoot-on-grass-in-the-morning/,www.sassyhongkong.com/whats-on-hk-august-events-2018/,www.sassyhongkong.com/fitness-outdoors-hiking-trails-two-hours/,trib.al/dgjVomd
