n|name|sentiment_score|popularity|words|wordsSep|wordsProbabilities|topPopularityURLs|topSentimentURLs
39|topic_39|0.04292175748273215|0.007205761918787343|[('code', 0.057766625802073687), ('offer', 0.054560585085717893), ('discount', 0.044803812248101871), ('site', 0.026171424824290714), ('open', 0.025188594489720176), ('show', 0.019165853383920933), ('online', 0.018931493315965962), ('travel', 0.018097622874400535), ('store', 0.016519773797078596), ('go', 0.015224528429380475)]|code,offer,discount,site,open,show,online,travel,store,go|0.0578,0.0546,0.0448,0.0262,0.0252,0.0192,0.0189,0.0181,0.0165,0.0152|https://mrdiscountcode.hk/klook/,https://mrdiscountcode.hk/categories/phones/,https://mrdiscountcode.hk/categories/hotels/,https://mrdiscountcode.hk/categories/travel/,https://mrdiscountcode.hk/categories/electronics/,https://mrdiscountcode.hk/expedia/,bit.ly/2L77Vbu,hk.sports.appledaily.com/sports/realtime/article/20180416/58081769,https://mrdiscountcode.hk/frequently-asked-questions/,https://bondereduction.ci/|bit.ly/2HCvefl,www.sassyhongkong.com/50-local-hong-kong-brands-style/,trib.al/jM7tDT3,www.sassyhongkong.com/eat-drink-sushi-omakase-restaurants-hong-kong-kowloon/,trib.al/Jew0GVz,www.sassyhongkong.com/sassys-ultimate-wedding-dress-guide-style/,www.sassyhongkong.com/eat-drink-bars-rooftop-outdoor-drink-dine-view/,bit.ly/2NKrlTZ,http://www.health.harvard.edu/blog/mindfulness-meditation-may-ease-anxiety-mental-stress-201401086967,https://www.sassyhongkong.com/whats-on-hk-outlet-malls-shopping-style/
40|topic_40|0.026822409823484265|0.0038030029217983427|[('lash', 0.019741618081972848), ('brow', 0.011359070004749394), ('treatment', 0.0089237701879805419), ('make', 0.007774588859427568), ('makeup', 0.0075997728129407515), ('extension', 0.0073909617764298897), ('offer', 0.0073037416651606183), ('youre', 0.0069642060021664533), ('natural', 0.0066781292313577122), ('look', 0.0066547844479483134)]|lash,brow,treatment,make,makeup,extension,offer,youre,natural,look|0.0197,0.0114,0.0089,0.0078,0.0076,0.0074,0.0073,0.007,0.0067,0.0067|https://www.sassyhongkong.com/travel-guide-nusa-lembongan-bali/,bit.ly/2s3mM0j,https://www.sassyhongkong.com/beauty-eyelash-extension-fake-lashes-treatment/,www.sassyhongkong.com/eat-drink-best-italian-restaurants-cuisine-food-pasta/,www.instagram.com/p/BbrSyTfgYY6,https://www.sassyhongkong.com/beauty-facial-hifu-princessbrows-collagen-treatment/,www.stethnews.com/1724/top-15-most-powerful-medicinal-plants/,bbc.in/2NVXkRo,www.sassyhongkong.com/whats-on-hk-book-stores-shops-culture/,www.sassyhongkong.com/whats-on-hk-what-to-do-when-it-rains-hong-kong/|www.sassyhongkong.com/living-coworking-spaces-hong-kong/,bit.ly/2KbzfUJ,bit.ly/2s3mM0j,www.sassyhongkong.com/top-10-wifi-spots-hong-kong-island-eatdrink/,www.sassyhongkong.com/eat-drink-best-italian-restaurants-cuisine-food-pasta/,www.sassyhongkong.com/eat-drink-bars-ladies-night-deals-happy-hour-drinks/,www.sassyhongkong.com/top-five-running-spots-hong-kong/,www.sassyhongkong.com/sassys-guide-to-sham-shui-po-whatsonhk/,www.sassyhongkong.com/eat-drink-xiao-long-bao-dumplings-chinese-food-local-dim-sum/,www.sassyhongkong.com/eat-drink-new-brunches-under-500-hong-kong/
41|topic_41|0.05897759017651573|0.00926475246483863|[('brain', 0.012550119966382096), ('body', 0.011094512565030671), ('use', 0.0097803717161545518), ('improve', 0.0097403899157427684), ('system', 0.0094603256914901641), ('help', 0.0089910174391209293), ('disease', 0.008642139958990519), ('blood', 0.0085549575973545081), ('health', 0.0078543730846808799), ('flipped', 0.0073475711140896108)]|brain,body,use,improve,system,help,disease,blood,health,flipped|0.0126,0.0111,0.0098,0.0097,0.0095,0.009,0.0086,0.0086,0.0079,0.0073|https://www.facebook.com/HKUEpidemicsMOOC/,https://tl.hku.hk/2018/07/join-the-fight-against-epidemics/,https://realhouse.tips/blog/post/draxe-com-ph-balance/,http://hyy.com.hk/product-category/immune-health/,righthomeremedies.com/10-surprising-benefits-and-uses-of-almonds/,brightside.me/inspiration-health/9-menopause-symptoms-its-better-to-know-about-when-youre-young-563610/,www.healthybuilderz.com/signs-youre-addicted-internet-ways-quit/,http://www.balancehealth.com.hk/singing-bowls-massage/,www.stethnews.com/1214/juice-vs-smoothie-which-one-actually-helps-you/,https://www.coursera.org/learn/hkuepidemics|https://tl.hku.hk/tag/flipped-classroom/,www.healthline.com/nutrition/9-foods-to-help-you-sleep,http://willtuttle.com/will.htm,https://tl.hku.hk/tl/teas2012/,https://tl.hku.hk/tag/mooc/,https://tl.hku.hk/tag/teli/,http://www.nuzest.co.uk,https://realhouse.tips/about-us,https://realhouse.tips/real-beauty-skin.html,https://realhouse.tips/real-beauty-eternity.html
42|topic_42|0.01548518802762855|0.003261526270580239|[('mother', 0.015803800850261941), ('person', 0.014093403481812367), ('one', 0.011572001031008134), ('acidity', 0.011215414282663969), ('day', 0.010582280560249393), ('will', 0.0092247905357570222), ('pizza', 0.0088429326606262477), ('two', 0.0084286039937069568), ('mum', 0.0076986927100083881), ('give', 0.0076463679702109605)]|mother,person,one,acidity,day,will,pizza,two,mum,give|0.0158,0.0141,0.0116,0.0112,0.0106,0.0092,0.0088,0.0084,0.0077,0.0076|trib.al/wCDd2Aw,http://giftflowers.com.hk/,trib.al/9QKuU2q,goo.gl/76pf8Z,www.stethnews.com/0820/warning-9-out-of-10-people-breathe-deadly-air/,https://ocw.kyoto-u.ac.jp/en,trib.al/1DxdU9V,trib.al/mTc8stc,trib.al/kITKykU,app.viralsweep.com/sweeps/full/78af1b-35254%26framed%3D1|www.sassyhongkong.com/50-local-hong-kong-brands-style/,www.sassyhongkong.com/eat-drink-restaurants-group-dining-book-dinner-crowd-party/,www.sassyhongkong.com/style-lingerie-stores-shopping-underwear/,www.sassyhongkong.com/eat-drink-bars-rooftop-outdoor-drink-dine-view/,www.healthline.com/nutrition/vitamin-b12-benefits,www.stethnews.com/0902/health-benefits-of-tropical-fruits-5-great-examples/,https://gifthampers.com.hk/ghen/blog/tag/hamper/,https://gifthampers.com.hk/ghen/christmas-hampers,bit.ly/2xrDcSm,www.sassyhongkong.com/beauty-glamglow-face-mask-supermud-skincare/
43|topic_43|0.0464403300076746|0.005904889578327647|[('beer', 0.031557834419936426), ('drink', 0.031277799148048673), ('wine', 0.029274449162616907), ('much', 0.027139761989016804), ('hour', 0.024782885241717123), ('konghow', 0.019891946449727832), ('cocktail', 0.01653356206638627), ('bar', 0.015938900798547748), ('facebook', 0.014866738770064109), ('street', 0.014450283407680644)]|beer,drink,wine,much,hour,konghow,cocktail,bar,facebook,street|0.0316,0.0313,0.0293,0.0271,0.0248,0.0199,0.0165,0.0159,0.0149,0.0145|www.sassyhongkong.com/travel-guide-what-to-do-in-hoi-an-vietnam/,www.sassyhongkong.com/eat-drink-buying-organic-food-grocery-health-wellness-stores/,www.sassyhongkong.com/whats-on-hk-whampoa-neighbourhood-guide-hung-hom-kowloon/,www.sassyhongkong.com/lifestyle-culture-art-events-exhibitions-may-2018/,www.sassyhongkong.com/eat-drink-sushi-omakase-restaurants-hong-kong-kowloon/,www.sassyhongkong.com/travel-local-guide-penang-georgetown-malaysia/,www.sassyhongkong.com/health-palm-oil-free-challenges-deforestation/,www.sassyhongkong.com/beauty-lavar-laser-hair-removal-myth/,www.sassyhongkong.com/lifestyle-dating-sex-advice-getting-over-dry-spell/,www.sassyhongkong.com/whats-on-hk-best-barbecue-spots-beach/|bit.ly/2KbzfUJ,bit.ly/2HCvefl,www.sassyhongkong.com/eat-drink-breakfast-ultimate-guide-restaurants-food-coffee/,www.sassyhongkong.com/eat-drink-dim-restaurants-dumplings-best-for-every-occassion/,www.sassyhongkong.com/eat-drink-best-egg-tarts-desserts-local-bakery-sweet-treat-portugese-pastry/,www.sassyhongkong.com/lifestyle-sex-dating-curvy-confident-plus-size-intimacy/,www.sassyhongkong.com/lifestyle-dating-sex-advice-getting-over-dry-spell/,www.sassyhongkong.com/whats-on-hk-may-events-2018/,www.sassyhongkong.com/whats-on-hk-whampoa-neighbourhood-guide-hung-hom-kowloon/,www.sassyhongkong.com/eat-drink-sushi-omakase-restaurants-hong-kong-kowloon/
44|topic_44|0.04442018419033|0.0068138683494028685|[('will', 0.034331647850172224), ('register', 0.033420126964105283), ('select', 0.021899037108683739), ('service', 0.01996240812511332), ('must', 0.019899491388371913), ('application', 0.019032054282730602), ('please', 0.018762658668558231), ('policy', 0.018473120320445274), ('2018', 0.018034375860325941), ('personal', 0.017334985274968049)]|will,register,select,service,must,application,please,policy,2018,personal|0.0343,0.0334,0.0219,0.02,0.0199,0.019,0.0188,0.0185,0.018,0.0173|on.fb.me/porerefining,bit.ly/2vnXCcj,https://www.sardinianiche.com/my-account/lost-password/,bit.ly/2uBWbqe,trib.al/vmKNWG9,bit.ly/coffee_campaign_tc,www.mdrt.org/companies,bit.ly/coffee_campaign_en,goo.gl/forms/iTbSXJKcCSYLz6oM2,http://www.charged.hk/?q=user/register|trib.al/Jew0GVz,www.sassyhongkong.com/eat-drink-byob-bring-your-own-alcohol-restaurants/,http://www.nuzest.co.uk,www.sassyhongkong.com/eat-drink-flying-elk-restaurant-nordic-comfort-food-bjorn-frantzen/,https://tl.hku.hk/tag/architecture/,www.sassyhongkong.com/eat-drink-hot-new-tables-july-restaurants-hong-kong-2018/,trib.al/WkbVUt1,bit.ly/2vnXCcj,bit.ly/coffee_campaign_tc,bit.ly/2k4SUOy
45|topic_45|0.075874405218726|0.015747986812817104|[('skin', 0.046768514486791438), ('oil', 0.043521183920903671), ('use', 0.032615947157193306), ('help', 0.014011341459542461), ('apply', 0.013327804292744225), ('natural', 0.01227337735451239), ('remedy', 0.011844381731378001), ('infection', 0.010978835370641317), ('property', 0.0097417524674480917), ('make', 0.0090245898766057025)]|skin,oil,use,help,apply,natural,remedy,infection,property,make|0.0468,0.0435,0.0326,0.014,0.0133,0.0123,0.0118,0.011,0.0097,0.009|www.wellnessbin.com/this-body-scrub-recipe-will-make-your-skin-glow-and-wake-up-your-senses/,righthomeremedies.com/7-reasons-why-you-should-never-drink-bottled-water-again/,www.healthdigezt.com/tongue-blister-remedies/,https://realhouse.tips/blog/post/turmeric-face-mask-or-glowing/,https://realhouse.tips/blog/post/get-the-most-out-of-chaga/,health.clevelandclinic.org/is-your-child-overscheduled-kids-need-down-time/,righthomeremedies.com/nausea-causes-10-best-home-remedies-for-nausea/,https://realhouse.tips/real-canadian-wild-chaga.html,righthomeremedies.com/10-harmful-effects-of-mobile-phones-on-health/,www.healthybuilderz.com/is-there-a-difference-between-exercise-and-physical-activity/|www.sassyhongkong.com/living-coworking-spaces-hong-kong/,http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,www.sassyhongkong.com/whats-on-hk-staycation-summer-hong-kong-hotel-deals/,www.sassyhongkong.com/eat-drink-best-ramen-noodles-japanese-food-hong-kong-island-kowloon/,www.sassyhongkong.com/eat-drink-happy-hour-deals-wan-chai-district-bars-specials/,www.sassyhongkong.com/eat-drink-bars-ladies-night-deals-happy-hour-drinks/,righthomeremedies.com/2018/03/04/the-most-powerful-lemon-and-garlic-mixture-to-clean-your-arteries-and-prevent-heart-attacks/,https://realhouse.tips/real-beauty-skin.html,https://realhouse.tips/real-beauty-eternity.html,www.sassyhongkong.com/eat-drink-restaurants-group-dining-book-dinner-crowd-party/
46|topic_46|0.018208749040675362|0.003305815988789155|[('tea', 0.12102779658708906), ('teeth', 0.031898065220946133), ('breath', 0.019315199753240312), ('brush', 0.01556273776003265), ('gum', 0.015075162397381279), ('water', 0.014894994622614786), ('mouth', 0.014001101117901258), ('say', 0.010358055887255323), ('toothache', 0.009252180118058383), ('people', 0.0090252634295504945)]|tea,teeth,breath,brush,gum,water,mouth,say,toothache,people|0.121,0.0319,0.0193,0.0156,0.0151,0.0149,0.014,0.0104,0.0093,0.009|trib.al/vLQE0IP,goo.gl/RDZGYF,goo.gl/ycpnZo,bit.ly/2sTitnp,www.wellnessbin.com/vomiting-causes-symptoms-remedies/,trib.al/Ag6jzaH,trib.al/2oNBbOY,trib.al/CBwWRJY,goo.gl/gh9vp7,www.everydayhealth.com/hs/iron-deficiency-anemia/increase-iron-absorption|www.sassyhongkong.com/living-neigbourhood-guide-sai-ying-pun/,http://www.sassyhongkong.com/influencer-that-girl-resham-daswani-founder-spiral-spaces-tea-meditation/,www.sassyhongkong.com/eat-drink-eco-friendly-sustainable-restaurants-recycle-plastic-free/,http://www.balancehealth.com.hk/horizen-journey-inward-2/,www.sassyhongkong.com/travel-world-festivals-bucket-list/,righthomeremedies.com/how-to-increase-height-naturally-and-grow-taller-instantly/,cosmetiquesdefrance.com.hk/,https://gifthampers.com.hk/ghen/chinese-new-year,trib.al/2oNBbOY,righthomeremedies.com/decrease-your-uric-acid-levels-with-top-7-home-remedies/
47|topic_47|0.052868035303146585|0.009258742558975536|[('wear', 0.01455659586807288), ('long', 0.014057389236364619), ('day', 0.012431049914047611), ('say', 0.011862204432426802), ('time', 0.011500553226056455), ('shirt', 0.0091326658390656137), ('men', 0.0085186139569743569), ('will', 0.0085005929402209319), ('look', 0.0083682297711963165), ('cut', 0.0079666322591475085)]|wear,long,day,say,time,shirt,men,will,look,cut|0.0146,0.0141,0.0124,0.0119,0.0115,0.0091,0.0085,0.0085,0.0084,0.008|trib.al/t1ZwRyX,trib.al/tnojLJr,trib.al/SrqsGrg,trib.al/9x6Cjpa,www.healthdigezt.com/tetralogy-fallot-management/,goo.gl/ifhdsm,trib.al/DTQ4vAF,trib.al/3qSWpwJ,bit.ly/MSOMask,trib.al/Bva0FxN|www.healthline.com/nutrition/9-foods-to-help-you-sleep,www.sassyhongkong.com/eat-drink-bars-ladies-night-deals-happy-hour-drinks/,trib.al/jM7tDT3,trib.al/R0UcIwL,trib.al/7RJJdie,trib.al/fHBpRh6,bit.ly/2NKrlTZ,trib.al/MhSj899,www.sassyhongkong.com/wellness-lunch-time-workouts-exercise-classes/,www.sassyhongkong.com/health-diet-nutrition-pre-post-workout-food/
48|topic_48|0.07284240214888718|0.02632471907640294|[('student', 0.035749559235158074), ('learn', 0.019822365615663681), ('course', 0.016553055942831182), ('university', 0.013148534415326447), ('education', 0.011580580636927915), ('professor', 0.011139514092521608), ('learning', 0.011131484538521818), ('will', 0.0099040208599594521), ('hku', 0.00775327529397712), ('technology', 0.0070345673835755249)]|student,learn,course,university,education,professor,learning,will,hku,technology|0.0357,0.0198,0.0166,0.0131,0.0116,0.0111,0.0111,0.0099,0.0078,0.007|https://tl.hku.hk/tag/asian-e-table/,https://tl.hku.hk/tag/micromasters/,https://tl.hku.hk/tag/content-sharing/,http://tl.hku.hk/staff/capstone-experience-and-urfp/,https://tl.hku.hk/elearningblog/?pid=26305,http://tl.hku.hk/staff/,https://tl.hku.hk/tag/mentimeter/,https://tl.hku.hk/tag/architecture/,https://tl.hku.hk/tag/learning-analytics/,jmsc.hku.hk/2017/05/jmsc-undergraduate-wins-human-rights-press-award-for-second-year-running/|https://tl.hku.hk/tag/flipped-classroom/,bit.ly/2HCvefl,https://tl.hku.hk/tl/teas2012/,https://tl.hku.hk/tl/teaching-excellence-awards/teas2010/,https://tl.hku.hk/tag/teli/,https://tl.hku.hk/tag/mooc/,https://www.linkedin.com/legal/privacy-policy,buff.ly/2hpbRKq,http://www.balancehealth.com.hk/horizen-journey-inward-2/,https://www.facebook.com/BalanceHealthHK/posts?__xts__%5B0%5D=33.%7B%22logging_data%22%3A%7B%22page_id%22%3A1405468833008207%2C%22event_type%22%3A%22clicked_all_page_posts%22%2C%22impression_info%22%3A%22eyJmIjp7InBhZ2VfaWQiOiIxNDA1NDY4ODMzMDA4MjA3IiwiaXRlbV9jb3VudCI6IjAifX0%22%2C%22surface%22%3A%22www_pages_home%22%2C%22interacted_story_type%22%3A%22565413710334575%22%2C%22session_id%22%3A%22dc0b87ca6dff495a5971037a4586896a%22%7D%7D
49|topic_49|0.021293476592478894|0.008630403835705918|[('country', 0.023220284611542758), ('2', 0.020520272982883923), ('virus', 0.019843353495302876), ('malaria', 0.017906749937507065), ('vaccine', 0.016822248847020393), ('disease', 0.016631987338842122), ('hepatitis', 0.015625866059047051), ('o', 0.013470176133258412), ('infection', 0.013292542255581453), ('c', 0.013075333668693123)]|country,2,virus,malaria,vaccine,disease,hepatitis,o,infection,c|0.0232,0.0205,0.0198,0.0179,0.0168,0.0166,0.0156,0.0135,0.0133,0.0131|"bit.ly/2qZjoAE,uni.cf/vaccineswork,bit.ly/2qFASTu, 'https://www.ncbi.nlm.nih.gov/pubmed/12048416',http://www.neohealth.com.hk/vaccinations/general-vaccine.html
,bit.ly/2dAx0OU,bit.ly/2HdWMr9,bit.ly/2I6trOU,trib.al/uE7AkIL,bit.ly/2uTMUe4"|www.sassyhongkong.com/whats-on-hk-staycation-summer-hong-kong-hotel-deals/,www.healthline.com/health/fruit-combos-for-breakfast,trib.al/7RJJdie,righthomeremedies.com/how-to-get-rid-of-dark-neck-with-10-home-remedies/,www.sassyhongkong.com/sassys-guide-to-taobao-style/,https://tl.hku.hk/horizons/overview/ngl/,www.healthline.com/health/pregnancy/water-birth,bit.ly/2qFASTu,trib.al/08JAUjq,trib.al/dzg83S3
50|topic_50|0.07439731389102072|0.013046240856575618|[('position', 0.031085102175859098), ('say', 0.021403551854324708), ('youre', 0.018622738372126618), ('sex', 0.014831603557662595), ('partner', 0.014191077306825194), ('back', 0.014060661558413406), ('hand', 0.01259209791038475), ('leg', 0.011378459275924478), ('penis', 0.010837168773964059), ('orgasm', 0.010755972093684493)]|position,say,youre,sex,partner,back,hand,leg,penis,orgasm|0.0311,0.0214,0.0186,0.0148,0.0142,0.0141,0.0126,0.0114,0.0108,0.0108|trib.al/yMNzpRZ,trib.al/3wjooBT,trib.al/5wFWja3,trib.al/Gcaj4mr,trib.al/6cLOwbt,trib.al/XfaEUnY,trib.al/n7v4BGc,trib.al/qB3VzkL,trib.al/1h5kxKM,trib.al/z5INElG|www.sassyhongkong.com/eat-drink-cupcakes-cakes-sweet-dessert-afternoon-tea/,https://www.sassyhongkong.com/lifestyle-sex-dating-curvy-confident-plus-size-intimacy/,www.healthline.com/nutrition/9-foods-to-help-you-sleep,www.sassyhongkong.com/whats-on-hk-whampoa-neighbourhood-guide-hung-hom-kowloon/,trib.al/P2Mx1Gi,brightside.me/inspiration-health/learn-about-teas-that-are-proven-to-promote-weight-loss-541410/,www.sassyhongkong.com/health-fitness-running-tips-training-5k-race-beginners/,www.healthline.com/nutrition/vitamin-b12-benefits,trib.al/7RJJdie,trib.al/R0UcIwL
51|topic_51|0.07513764389869532|0.014410849274251687|[('exercise', 0.037403213540629428), ('workout', 0.032699450672997392), ('muscle', 0.0290642021229983), ('body', 0.018151882808388087), ('fitness', 0.016144002598468436), ('work', 0.015633474140062477), ('say', 0.012463347259177915), ('strength', 0.011347315291153751), ('gym', 0.010885234490464744), ('training', 0.009609354434392689)]|exercise,workout,muscle,body,fitness,work,say,strength,gym,training|0.0374,0.0327,0.0291,0.0182,0.0161,0.0156,0.0125,0.0113,0.0109,0.0096|trib.al/dw56DLr,trib.al/GbaYpes,trib.al/3NSIUt3,trib.al/0RoCvI6,trib.al/kGUf8Ig,trib.al/820WUki,trib.al/DnX5FFZ,trib.al/zkp6aeq,trib.al/pTduUP3,trib.al/OEKhbFx|http://www.nuzest.co.nz,trib.al/Jew0GVz,www.sassyhongkong.com/sassys-top-wedding-planners-in-hong-kong/,www.sassyhongkong.com/eat-drink-mothers-day-2018-restaurant-dining-brunch-specials-menus/,http://www.nuzest.co.uk,brightside.me/inspiration-health/learn-about-teas-that-are-proven-to-promote-weight-loss-541410/,trib.al/1TMcmZ9,www.sassyhongkong.com/travel-guide-nusa-lembongan-bali/,www.sassyhongkong.com/lifestyle-successful-women-morning-routines/,trib.al/E6UovLC
52|topic_52|0.03829850345356869|0.004192982568693318|[('coffee', 0.040205090311030457), ('breakfast', 0.026038098748898945), ('egg', 0.02076834901176456), ('morning', 0.018841164007130526), ('kong', 0.0094293571430257711), ('hong', 0.0093506850635360159), ('one', 0.0089116588752325299), ('bacon', 0.0079940816804149311), ('avocado', 0.0075282349757868593), ('little', 0.0074652821556623885)]|coffee,breakfast,egg,morning,kong,hong,one,bacon,avocado,little|0.0402,0.026,0.0208,0.0188,0.0094,0.0094,0.0089,0.008,0.0075,0.0075|www.sassyhongkong.com/travel-bucket-list-adventures-australia/,https://www.sassyhongkong.com/travel-keith-ladzinski-photographer-national-geographic/,https://mrdiscountcode.hk/top-20-lifestyle-blogger/,http://www.charged.hk/node/27,www.pizzaexpress.com.hk/our-food/,www.sassyhongkong.com/lifestyle-work-money-tips-productivity-office/,www.sassyhongkong.com/health-tcm-guide-registered-chinese-medicine-practitioner/,www.sassyhongkong.com/dating-sex-new-apps-inner-circle/,http://healthylivingblogs.com/,www.sassyhongkong.com/whats-on-hk-what-to-do-when-it-rains-hong-kong/|www.sassyhongkong.com/50-local-hong-kong-brands-style/,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.sassyhongkong.com/whats-on-hk-may-events-2018/,www.sassyhongkong.com/living-florists-flowers-bouquets-gifts/,www.sassyhongkong.com/whats-on-hk-whampoa-neighbourhood-guide-hung-hom-kowloon/,www.sassyhongkong.com/sassys-top-wedding-planners-in-hong-kong/,www.sassyhongkong.com/eat-drink-best-egg-tarts-desserts-local-bakery-sweet-treat-portugese-pastry/,www.sassyhongkong.com/top-10-wifi-spots-hong-kong-island-eatdrink/,www.sassyhongkong.com/eat-drink-vegan-restaurants-veggie-friendly-health/,http://www.nuzest.co.nz
53|topic_53|0.03936431312356102|0.009526609408057265|[('study', 0.042239997453976399), ('acupuncture', 0.030916072367879858), ('effect', 0.022136696984935863), ('group', 0.018690261758991918), ('use', 0.018490467271785327), ('patient', 0.016188711952343279), ('trial', 0.014187916715417885), ('research', 0.013693677398863896), ('control', 0.013368837713948598), ('treatment', 0.0099526544341904631)]|study,acupuncture,effect,group,use,patient,trial,research,control,treatment|0.0422,0.0309,0.0221,0.0187,0.0185,0.0162,0.0142,0.0137,0.0134,0.01|http://archinte.jamanetwork.com/article.aspx?articleid=1357513,http://www.ncbi.nlm.nih.gov/pubmed/9820260,http://www.ncbi.nlm.nih.gov/pubmed/18054727,http://www.ncbi.nlm.nih.gov/pubmed/21383392,http://archinte.jamanetwork.com/article.aspx?articleid=1809754,http://www.ncbi.nlm.nih.gov/pubmed/20363196,http://www.ncbi.nlm.nih.gov/pubmed/18682338,http://consensus.nih.gov/1997/1997Acupuncture107html.htm,goo.gl/R9NCy1,http://www.acupuncture.org.uk/arrc/public-review-papers/bronchial-asthma-and-acupuncture-the-evidence-for-effectiveness.html|trib.al/9blaJgV,trib.al/1TMcmZ9,https://www.mindnlife.com/testimonials/,http://www.health.harvard.edu/blog/mindfulness-meditation-may-ease-anxiety-mental-stress-201401086967,www.healthline.com/health/fitness-exercises/10-best-exercises-everyday,trib.al/dgjVomd,india.curejoy.com/content/honey-for-weight-loss/,www.sassyhongkong.com/sassys-guide-to-taobao-style/,bbc.in/2OCWQks,https://realhouse.tips/real-canadian-wild-chaga.html
54|topic_54|0.058537260168841136|0.009158654312488468|[('product', 0.069565548488295048), ('eye', 0.043878317020831281), ('skin', 0.027682074017163202), ('organic', 0.027561066210617286), ('beauty', 0.026777391202319593), ('body', 0.019244588065539719), ('collagen', 0.019038719065569212), ('ingredient', 0.01815003235401846), ('health', 0.01665957615099023), ('natural', 0.015891097230911859)]|product,eye,skin,organic,beauty,body,collagen,ingredient,health,natural|0.0696,0.0439,0.0277,0.0276,0.0268,0.0192,0.019,0.0182,0.0167,0.0159|https://realhouse.tips/health.html,https://realhouse.tips/health/beauty-secret.html,goo.gl/x2FwU7,https://realhouse.tips/about-us,www.healthdigezt.com/amazing-health-benefits-jigsaw-puzzles/,righthomeremedies.com/12-life-dangerous-bedtime-habits-that-you-should-always-avoid/,http://tranceformfitness.com/yearly-membership/,bit.ly/2GQ4D9U,https://realhouse.tips/blog/post/canadian-food-inspection-agenc/,http://tranceformfitness.com/student-membership/|www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,righthomeremedies.com/how-to-whiten-yellow-teeth-naturally-at-home-in-2-minutes/,http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,www.sassyhongkong.com/living-coworking-spaces-hong-kong/,www.sassyhongkong.com/eat-drink-bars-ladies-night-deals-happy-hour-drinks/,www.sassyhongkong.com/eat-drink-happy-hour-deals-wan-chai-district-bars-specials/,www.sassyhongkong.com/weddings-engagement-celebration-ideas/,righthomeremedies.com/eye-bags-causes-how-to-remove-eye-bags-permanently/,www.sassyhongkong.com/top-five-running-spots-hong-kong/,https://realhouse.tips/about-us
55|topic_55|0.18965805832693783|0.07139035926282306|[('say', 0.023942627626245085), ('go', 0.014756528384463013), ('know', 0.010412972055566169), ('time', 0.010145206154847375), ('think', 0.0098031967571364943), ('one', 0.0095856383006214848), ('want', 0.0085369578034452474), ('tell', 0.0085201637419575951), ('make', 0.0085193364987804776), ('feel', 0.0080592768726492018)]|say,go,know,time,think,one,want,tell,make,feel|0.0239,0.0148,0.0104,0.0101,0.0098,0.0096,0.0085,0.0085,0.0085,0.0081|trib.al/vx6uYgz,trib.al/vF31ZhD,trib.al/PA05dqz,bbc.in/2LUexgJ,trib.al/0XhGafT,bit.ly/2La7xbs,bit.ly/2hsVYj9,trib.al/QadxiRV,bbc.in/2Kd31YY,trib.al/mObQ5lk|https://tl.hku.hk/tag/flipped-classroom/,www.sassyhongkong.com/beauty-nail-art-best-salons-manicure-pedicure/,http://www.motherearthnews.com/natural-health/natural-allergy-remedies-zmaz06aszraw.aspx,bit.ly/2KbzfUJ,http://www.worldpeacediet.com/lectures/,www.sassyhongkong.com/the-best-swimwear-stores-in-hong-kong-and-online/,www.bbc.co.uk/news/stories-44876858,bit.ly/2KVMehm,https://www.sassyhongkong.com/influencers-that-girl-alexandra-foster-acf-founder-ceo/,https://tl.hku.hk/tl/teas2012/
56|topic_56|0.023654566385264773|0.0034003807660037736|[('phone', 0.024909805613165938), ('say', 0.016601631599688478), ('mobile', 0.016381486426283183), ('time', 0.014403915108367325), ('pee', 0.013033104390060649), ('make', 0.012640762326459914), ('go', 0.010598857280196616), ('box', 0.010452702604321441), ('home', 0.010154511376210602), ('source', 0.0085985958181322517)]|phone,say,mobile,time,pee,make,go,box,home,source|0.0249,0.0166,0.0164,0.0144,0.013,0.0126,0.0106,0.0105,0.0102,0.0086|www.buzzfeed.com/debunked,chn.ge/2tRR7hG,bit.ly/2AVxNq3,www.healthdigezt.com/bell-pepper-health-benefits-sample-recipe/,www.ideadigezt.com/8-simple-ways-to-get-rid-of-belly-fat/,righthomeremedies.com/10-best-home-remedies-for-itchy-scalp-treatment/,http://www.liquid-interiors.com/8-tips-for-eco-friendly-furniture/,www.sassyhongkong.com/eat-drink-fukuro-izakaya-japanese-restaurant-elgin-street/,trib.al/DTQ4vAF,https://www.facebook.com/Liquidinteriors|www.sassyhongkong.com/lifestyle-sex-dating-curvy-confident-plus-size-intimacy/,https://mrdiscountcode.hk/top-20-technology-blogs/,https://tl.hku.hk/tag/edx/,goo.gl/vvvGvT,www.sassyhongkong.com/eat-drink-whats-new-852-dining-promotions-deals-restaurants-gaucho-sunday-roast-le-garcon-saigon/,www.healthybuilderz.com/health-benefits-samphire-offers/,trib.al/Y7oMtt7,www.sassyhongkong.com/eat-drink-fukuro-izakaya-japanese-restaurant-elgin-street/,trib.al/7UaYoxQ,righthomeremedies.com/10-best-home-remedies-for-itchy-scalp-treatment/
